Datetime,solar_mw,wind-direction,wind-speed,humidity,average-wind-speed-(period),average-pressure-(period),temperature
14/07/2020 14:00,13949,29,8.3,100,9,30.08,56
14/07/2020 13:00,13440,29,8.3,83,3,30.07,56
14/07/2020 12:00,12766,29,8.3,78,5,29.99,56
14/07/2020 11:00,11944,29,8.3,70,9,29.94,56
14/07/2020 10:00,11040,29,8.3,90,11,29.94,56
14/07/2020 9:00,10070,29,8.3,93,9,29.96,56
14/07/2020 8:00,9184,29,8.6,83,3,29.93,59
14/07/2020 7:00,8569,18,8.6,90,5,29.87,59
14/07/2020 6:00,8561,18,8.6,86,0,29.85,59
14/07/2020 5:00,8529,18,8.6,84,0,29.9,59
14/07/2020 4:00,8650,18,8.6,68,17,29.87,59
14/07/2020 3:00,8965,18,8.6,84,8,29.88,59
14/07/2020 2:00,9435,18,8.6,75,0,29.94,59
14/07/2020 1:00,10158,18,8.6,70,23,29.93,59
14/07/2020 0:00,11106,27,13,63,13,30,65
13/07/2020 23:00,12125,27,13,84,15,30.03,65
13/07/2020 22:00,13134,27,13,90,6,30.09,65
13/07/2020 21:00,13785,27,13,87,6,30.13,65
13/07/2020 20:00,14565,27,13,61,18,30.1,65
13/07/2020 19:00,15314,27,13,57,15,30.08,65
13/07/2020 18:00,15737,27,13,59,21,30.08,65
13/07/2020 17:00,15807,27,13,78,11,30.06,65
13/07/2020 16:00,15620,27,12.8,75,9,30.03,63
13/07/2020 15:00,15338,28,12.8,84,7,29.99,63
13/07/2020 14:00,14955,28,12.8,90,14,29.97,63
13/07/2020 13:00,14400,28,12.8,87,15,29.99,63
13/07/2020 12:00,13754,28,12.8,90,15,29.93,63
13/07/2020 11:00,13164,28,12.8,87,15,29.88,63
13/07/2020 10:00,12456,28,12.8,87,14,29.9,63
13/07/2020 9:00,11686,28,12.8,93,9,29.93,63
13/07/2020 8:00,10910,28,8.1,90,9,29.93,62
13/07/2020 7:00,10176,28,8.1,90,5,29.96,62
13/07/2020 6:00,9704,28,8.1,90,9,30.02,62
13/07/2020 5:00,9386,28,8.1,78,0,30.07,62
13/07/2020 4:00,9359,28,8.1,68,14,30.07,62
13/07/2020 3:00,9567,28,8.1,73,13,30.06,62
13/07/2020 2:00,10049,28,8.1,87,3,30.06,62
13/07/2020 1:00,10695,28,8.1,83,5,30.07,62
13/07/2020 0:00,11673,28,10.6,86,0,30.06,58
12/07/2020 23:00,12907,32,10.6,90,3,30.02,58
12/07/2020 22:00,14087,32,10.6,83,5,29.99,58
12/07/2020 21:00,14633,32,10.6,78,7,29.96,58
12/07/2020 20:00,15285,32,10.6,72,20,29.86,58
12/07/2020 19:00,15966,32,10.6,90,21,29.75,58
12/07/2020 18:00,16297,32,10.6,87,13,29.85,58
12/07/2020 17:00,16183,32,10.6,86,11,29.94,58
12/07/2020 16:00,15971,32,13.3,80,9,29.98,55
12/07/2020 15:00,15667,27,13.3,83,5,30.01,55
12/07/2020 14:00,15309,27,13.3,80,11,30.06,55
12/07/2020 13:00,14798,27,13.3,69,13,30.13,55
12/07/2020 12:00,14137,27,13.3,55,18,30.12,55
12/07/2020 11:00,13381,27,13.3,64,22,30.13,55
12/07/2020 10:00,12670,27,13.3,72,16,30.17,55
12/07/2020 9:00,11944,27,13.3,74,11,30.19,55
12/07/2020 8:00,11241,27,3.8,74,6,30.22,53
12/07/2020 7:00,10511,27,3.8,83,0,30.22,53
12/07/2020 6:00,10000,27,3.8,89,3,30.23,53
12/07/2020 5:00,9628,27,3.8,67,3,30.27,53
12/07/2020 4:00,9715,27,3.8,56,5,30.25,53
12/07/2020 3:00,10032,27,3.8,52,8,30.25,53
12/07/2020 2:00,10496,27,3.8,58,7,30.25,53
12/07/2020 1:00,11209,27,3.8,62,0,30.27,53
12/07/2020 0:00,12183,27,4.6,62,3,30.28,60
11/07/2020 23:00,13444,28,4.6,72,0,30.29,60
11/07/2020 22:00,14662,28,4.6,80,5,30.33,60
11/07/2020 21:00,15440,28,4.6,62,8,30.35,60
11/07/2020 20:00,16117,28,4.6,54,0,30.3,60
11/07/2020 19:00,16706,28,4.6,63,14,30.26,60
11/07/2020 18:00,17206,28,4.6,78,7,30.26,60
11/07/2020 17:00,17431,28,4.6,93,5,30.26,60
11/07/2020 16:00,17424,28,5.2,86,0,30.24,62
11/07/2020 15:00,17183,28,5.2,90,0,30.24,62
11/07/2020 14:00,16765,28,5.2,96,0,30.22,62
11/07/2020 13:00,16196,28,5.2,84,3,30.22,62
11/07/2020 12:00,15298,28,5.2,75,0,30.16,62
11/07/2020 11:00,14439,28,5.2,55,11,30.11,62
11/07/2020 10:00,13379,28,5.2,87,15,30.12,62
11/07/2020 9:00,12391,28,5.2,87,7,30.11,62
11/07/2020 8:00,11563,28,10.2,90,10,30.11,58
11/07/2020 7:00,10712,28,10.2,90,9,30.08,58
11/07/2020 6:00,10102,28,10.2,93,0,30.06,58
11/07/2020 5:00,9673,28,10.2,81,7,30.06,58
11/07/2020 4:00,9647,28,10.2,84,9,29.98,58
11/07/2020 3:00,9921,28,10.2,93,10,29.93,58
11/07/2020 2:00,10366,28,10.2,93,16,29.91,58
11/07/2020 1:00,11098,28,10.2,86,15,29.88,58
11/07/2020 0:00,12154,29,19.3,83,23,29.87,57
10/07/2020 23:00,13496,27,19.3,83,24,29.85,57
10/07/2020 22:00,14885,27,19.3,83,21,29.86,57
10/07/2020 21:00,15807,27,19.3,75,14,29.88,57
10/07/2020 20:00,16713,27,19.3,70,20,29.87,57
10/07/2020 19:00,17227,27,19.3,78,15,29.87,57
10/07/2020 18:00,17280,27,19.3,83,15,29.91,57
10/07/2020 17:00,17074,27,19.3,83,25,29.96,57
10/07/2020 16:00,16626,27,8.5,86,11,29.98,55
10/07/2020 15:00,16070,27,8.5,90,5,30.02,55
10/07/2020 14:00,15452,27,8.5,90,9,30.07,55
10/07/2020 13:00,14597,27,8.5,72,9,30.09,55
10/07/2020 12:00,13697,27,8.5,65,14,30.06,55
10/07/2020 11:00,12770,27,8.5,70,9,30.07,55
10/07/2020 10:00,11821,27,8.5,78,9,30.09,55
10/07/2020 9:00,10883,27,8.5,83,9,30.13,55
10/07/2020 8:00,10137,27,10.2,90,9,30.16,57
10/07/2020 7:00,9493,27,10.2,96,7,30.17,57
10/07/2020 6:00,8963,27,10.2,86,7,30.21,57
10/07/2020 5:00,8603,27,10.2,75,10,30.27,57
10/07/2020 4:00,8522,27,10.2,72,10,30.24,57
10/07/2020 3:00,8718,27,10.2,72,15,30.24,57
10/07/2020 2:00,9090,27,10.2,72,11,30.27,57
10/07/2020 1:00,9712,27,10.2,80,10,30.27,57
10/07/2020 0:00,10653,27,5.9,93,6,30.28,60
09/07/2020 23:00,11881,22,5.9,96,8,30.27,60
09/07/2020 22:00,13121,22,5.9,87,0,30.3,60
09/07/2020 21:00,13848,22,5.9,87,5,30.32,60
09/07/2020 20:00,14671,22,5.9,84,3,30.26,60
09/07/2020 19:00,15158,22,5.9,87,16,30.21,60
09/07/2020 18:00,15297,22,5.9,93,8,30.21,60
09/07/2020 17:00,14976,22,5.9,93,0,30.23,60
09/07/2020 16:00,14548,22,6,93,0,30.23,60
09/07/2020 15:00,13932,29,6,96,0,30.22,60
09/07/2020 14:00,13317,29,6,96,0,30.22,60
09/07/2020 13:00,12668,29,6,93,5,30.23,60
09/07/2020 12:00,12120,29,6,63,9,30.16,60
09/07/2020 11:00,11498,29,6,75,20,30.11,60
09/07/2020 10:00,10869,29,6,78,10,30.1,60
09/07/2020 9:00,10250,29,6,87,8,30.1,60
09/07/2020 8:00,9635,29,6.5,90,3,30.1,66
09/07/2020 7:00,9055,29,6.5,93,0,30.08,66
09/07/2020 6:00,8529,29,6.5,86,0,30.12,66
09/07/2020 5:00,8168,29,6.5,52,7,30.14,66
09/07/2020 4:00,8044,29,6.5,40,6,30.07,66
09/07/2020 3:00,8180,29,6.5,27,7,30.04,66
09/07/2020 2:00,8502,29,6.5,38,9,30.06,66
09/07/2020 1:00,9052,29,6.5,47,9,30.08,66
09/07/2020 0:00,9918,28,5,45,11,30.1,69
08/07/2020 23:00,10936,29,5,54,8,30.1,69
08/07/2020 22:00,11902,29,5,54,8,30.12,69
08/07/2020 21:00,12353,29,5,30,7,30.14,69
08/07/2020 20:00,12992,29,5,39,3,30.08,69
08/07/2020 19:00,13399,29,5,27,0,30.05,69
08/07/2020 18:00,13458,29,5,38,0,30.07,69
08/07/2020 17:00,13164,29,5,48,3,30.07,69
08/07/2020 16:00,12722,29,2,75,0,30.08,63
08/07/2020 15:00,12239,28,2,90,0,30.06,63
08/07/2020 14:00,11810,28,2,90,0,30.09,63
08/07/2020 13:00,11353,28,2,78,3,30.11,63
08/07/2020 12:00,10885,28,2,73,8,30.06,63
08/07/2020 11:00,10402,28,2,50,0,30.04,63
08/07/2020 10:00,9760,28,2,68,3,30.06,63
08/07/2020 9:00,9131,28,2,75,0,30.09,63
08/07/2020 8:00,8389,28,1.2,83,0,30.1,64
08/07/2020 7:00,7951,27,1.2,87,0,30.11,64
08/07/2020 6:00,7974,27,1.2,90,3,30.13,64
08/07/2020 5:00,7952,27,1.2,78,3,30.15,64
08/07/2020 4:00,8043,27,1.2,70,3,30.11,64
08/07/2020 3:00,8291,27,1.2,49,0,30.08,64
08/07/2020 2:00,8648,27,1.2,70,0,30.09,64
08/07/2020 1:00,9230,27,1.2,78,0,30.11,64
08/07/2020 0:00,9991,27,9.3,81,0,30.11,57
07/07/2020 23:00,10809,18,9.3,86,6,30.12,57
07/07/2020 22:00,11530,18,9.3,93,7,30.14,57
07/07/2020 21:00,11786,18,9.3,81,0,30.17,57
07/07/2020 20:00,12277,18,9.3,75,18,30.12,57
07/07/2020 19:00,12744,18,9.3,83,16,30.09,57
07/07/2020 18:00,12978,18,9.3,96,13,30.1,57
07/07/2020 17:00,12836,18,9.3,93,11,30.12,57
07/07/2020 16:00,12557,18,5.7,93,6,30.13,54
07/07/2020 15:00,12355,20,5.7,86,5,30.14,54
07/07/2020 14:00,12166,20,5.7,86,7,30.14,54
07/07/2020 13:00,11970,20,5.7,86,5,30.16,54
07/07/2020 12:00,11807,20,5.7,83,9,30.14,54
07/07/2020 11:00,11420,20,5.7,80,9,30.11,54
07/07/2020 10:00,10908,20,5.7,90,10,30.14,54
07/07/2020 9:00,10245,20,5.7,86,8,30.16,54
07/07/2020 8:00,9678,20,6.6,90,7,30.15,57
07/07/2020 7:00,9397,28,6.6,90,3,30.16,57
07/07/2020 6:00,9463,28,6.6,90,5,30.21,57
07/07/2020 5:00,9520,28,6.6,87,5,30.25,57
07/07/2020 4:00,9667,28,6.6,78,11,30.22,57
07/07/2020 3:00,9967,28,6.6,72,14,30.2,57
07/07/2020 2:00,10438,28,6.6,78,10,30.21,57
07/07/2020 1:00,11037,28,6.6,69,3,30.21,57
07/07/2020 0:00,11917,28,6.6,83,3,30.2,55
06/07/2020 23:00,12998,28,6.6,83,0,30.16,55
06/07/2020 22:00,13928,28,6.6,80,3,30.16,55
06/07/2020 21:00,14426,28,6.6,60,5,30.15,55
06/07/2020 20:00,15031,28,6.6,37,0,30.11,55
06/07/2020 19:00,15741,28,6.6,60,11,30.08,55
06/07/2020 18:00,16419,28,6.6,83,22,30.1,55
06/07/2020 17:00,16792,28,6.6,83,8,30.11,55
06/07/2020 16:00,16977,28,6,77,0,30.09,54
06/07/2020 15:00,16954,27,6,83,5,30.08,54
06/07/2020 14:00,16623,27,6,83,0,30.12,54
06/07/2020 13:00,16138,27,6,72,3,30.15,54
06/07/2020 12:00,15490,27,6,70,3,30.1,54
06/07/2020 11:00,14791,27,6,67,14,30.07,54
06/07/2020 10:00,14105,27,6,96,20,30.08,54
06/07/2020 9:00,13310,27,6,100,0,30.09,54
06/07/2020 8:00,12549,27,4,93,5,30.07,56
06/07/2020 7:00,11923,27,4,89,6,30.04,56
06/07/2020 6:00,11462,27,4,96,5,30.04,56
06/07/2020 5:00,11201,27,4,72,7,30.06,56
06/07/2020 4:00,11233,27,4,56,0,30.01,56
06/07/2020 3:00,11529,27,4,50,0,29.99,56
06/07/2020 2:00,12020,27,4,78,0,30.01,56
06/07/2020 1:00,12755,27,4,77,0,30.05,56
06/07/2020 0:00,13730,26,2.7,86,0,30.05,54
05/07/2020 23:00,14925,29,2.7,89,5,30.05,54
05/07/2020 22:00,16069,29,2.7,89,3,30.06,54
05/07/2020 21:00,16634,29,2.7,83,6,30.07,54
05/07/2020 20:00,17308,29,2.7,80,5,30.03,54
05/07/2020 19:00,17878,29,2.7,62,3,30,54
05/07/2020 18:00,18062,29,2.7,67,0,30.01,54
05/07/2020 17:00,17919,29,2.7,78,0,30,54
05/07/2020 16:00,17691,29,3.3,77,0,30.01,55
05/07/2020 15:00,17515,27,3.3,83,0,30.03,55
05/07/2020 14:00,17206,27,3.3,83,0,30.04,55
05/07/2020 13:00,16715,27,3.3,87,7,30.05,55
05/07/2020 12:00,16020,27,3.3,75,0,30.01,55
05/07/2020 11:00,15260,27,3.3,81,6,29.98,55
05/07/2020 10:00,14334,27,3.3,75,0,29.96,55
05/07/2020 9:00,13359,27,3.3,83,7,29.96,55
05/07/2020 8:00,12362,27,2.1,80,3,29.94,55
05/07/2020 7:00,11509,28,2.1,83,6,29.89,55
05/07/2020 6:00,10961,28,2.1,83,0,29.85,55
05/07/2020 5:00,10671,28,2.1,78,0,29.88,55
05/07/2020 4:00,10682,28,2.1,90,0,29.88,55
05/07/2020 3:00,10912,28,2.1,86,0,29.89,55
05/07/2020 2:00,11356,28,2.1,90,0,29.92,55
05/07/2020 1:00,12083,28,2.1,90,0,29.95,55
05/07/2020 0:00,13048,27,7.2,93,0,29.98,56
04/07/2020 23:00,13953,28,7.2,93,9,30,56
04/07/2020 22:00,14597,28,7.2,90,6,30.05,56
04/07/2020 21:00,15248,28,7.2,87,7,30.1,56
04/07/2020 20:00,15924,28,7.2,80,11,30.09,56
04/07/2020 19:00,16677,28,7.2,78,11,30.11,56
04/07/2020 18:00,17205,28,7.2,80,10,30.15,56
04/07/2020 17:00,17458,28,7.2,83,8,30.2,56
04/07/2020 16:00,17404,28,3.9,86,5,30.22,53
04/07/2020 15:00,17272,28,3.9,83,3,30.22,53
04/07/2020 14:00,17013,28,3.9,86,3,30.25,53
04/07/2020 13:00,16625,28,3.9,83,3,30.3,53
04/07/2020 12:00,16058,28,3.9,83,5,30.24,53
04/07/2020 11:00,15108,28,3.9,78,3,30.2,53
04/07/2020 10:00,13844,28,3.9,90,8,30.22,53
04/07/2020 9:00,12577,28,3.9,96,0,30.22,53
04/07/2020 8:00,11557,28,2.8,93,0,30.19,57
04/07/2020 7:00,10935,26,2.8,96,5,30.17,57
04/07/2020 6:00,10908,26,2.8,96,,30.16,57
04/07/2020 5:00,10901,26,2.8,80,8,30.19,57
04/07/2020 4:00,11114,26,2.8,75,0,30.12,57
04/07/2020 3:00,11509,26,2.8,54,0,30.1,57
04/07/2020 2:00,12199,26,2.8,70,0,30.11,57
04/07/2020 1:00,12970,26,2.8,72,3,30.15,57
04/07/2020 0:00,13999,20,2.3,80,0,30.17,55
03/07/2020 23:00,15215,20,2.3,90,3,30.15,55
03/07/2020 22:00,16347,20,2.3,93,3,30.14,55
03/07/2020 21:00,16977,20,2.3,83,5,30.16,55
03/07/2020 20:00,17692,20,2.3,75,6,30.12,55
03/07/2020 19:00,18249,20,2.3,75,0,30.09,55
03/07/2020 18:00,18553,20,2.3,67,0,30.11,55
03/07/2020 17:00,18745,20,2.3,83,3,30.13,55
03/07/2020 16:00,18780,18,6.9,93,0,30.13,53
03/07/2020 15:00,18758,18,6.9,100,6,30.13,53
03/07/2020 14:00,18465,18,6.9,100,3,30.14,53
03/07/2020 13:00,17947,18,6.9,96,7,30.18,53
03/07/2020 12:00,17299,18,6.9,86,9,30.14,53
03/07/2020 11:00,16267,18,6.9,80,11,30.13,53
03/07/2020 10:00,15110,18,6.9,80,9,30.12,53
03/07/2020 9:00,13956,18,6.9,80,9,30.15,53
03/07/2020 8:00,12934,27,6.9,83,9,30.16,56
03/07/2020 7:00,12012,27,6.9,86,11,30.17,56
03/07/2020 6:00,11531,27,6.9,96,8,30.18,56
03/07/2020 5:00,11341,27,6.9,81,9,30.2,56
03/07/2020 4:00,11457,27,6.9,75,5,30.14,56
03/07/2020 3:00,11873,27,6.9,70,10,30.15,56
03/07/2020 2:00,12524,27,6.9,86,5,30.16,56
03/07/2020 1:00,13361,10,6.9,90,0,30.19,56
03/07/2020 0:00,14476,10,3.7,90,5,30.17,53
02/07/2020 23:00,15822,10,3.7,93,0,30.18,53
02/07/2020 22:00,17243,10,3.7,100,0,30.2,53
02/07/2020 21:00,17938,10,3.7,100,3,30.2,53
02/07/2020 20:00,18666,10,3.7,80,5,30.12,53
02/07/2020 19:00,19091,10,3.7,69,3,30.1,53
02/07/2020 18:00,19220,10,3.7,86,6,30.09,53
02/07/2020 17:00,19244,14,3.7,83,7,30.08,53
02/07/2020 16:00,19115,14,7.4,77,11,30.06,54
02/07/2020 15:00,18943,14,7.4,80,13,30.05,54
02/07/2020 14:00,18685,14,7.4,80,13,30.06,54
02/07/2020 13:00,18155,14,7.4,77,7,30.07,54
02/07/2020 12:00,17357,14,7.4,64,6,30.03,54
02/07/2020 11:00,16283,14,7.4,67,0,30,54
02/07/2020 10:00,15009,14,7.4,83,5,30.02,54
02/07/2020 9:00,13738,19,7.4,77,0,30.08,54
02/07/2020 8:00,12605,19,3.5,83,5,30.11,54
02/07/2020 7:00,11619,19,3.5,89,5,30.14,54
02/07/2020 6:00,11129,19,3.5,86,6,30.17,54
02/07/2020 5:00,10842,19,3.5,72,6,30.23,54
02/07/2020 4:00,10882,19,3.5,56,0,30.18,54
02/07/2020 3:00,11218,19,3.5,46,0,30.16,54
02/07/2020 2:00,11742,19,3.5,55,0,30.19,54
02/07/2020 1:00,12492,17,3.5,71,5,30.23,54
02/07/2020 0:00,13600,17,3.6,68,0,30.22,51
01/07/2020 23:00,14895,17,3.6,74,0,30.21,51
01/07/2020 22:00,16065,17,3.6,86,0,30.24,51
01/07/2020 21:00,16660,17,3.6,77,7,30.26,51
01/07/2020 20:00,17321,17,3.6,62,0,30.21,51
01/07/2020 19:00,17662,17,3.6,72,3,30.18,51
01/07/2020 18:00,17822,17,3.6,77,3,30.17,51
01/07/2020 17:00,17710,27,3.6,80,0,30.18,51
01/07/2020 16:00,17456,27,6.6,86,6,30.17,50
01/07/2020 15:00,17169,27,6.6,89,6,30.16,50
01/07/2020 14:00,16856,27,6.6,96,6,30.13,50
01/07/2020 13:00,16240,27,6.6,86,0,30.15,50
01/07/2020 12:00,15442,27,6.6,80,11,30.1,50
01/07/2020 11:00,14395,27,6.6,74,10,30.08,50
01/07/2020 10:00,13026,27,6.6,80,8,30.06,50
01/07/2020 9:00,11662,32,6.6,80,6,30.07,50
01/07/2020 8:00,10365,32,4.9,80,6,30.06,50
01/07/2020 7:00,9683,32,4.9,86,9,30.07,50
01/07/2020 6:00,9667,32,4.9,86,3,30.05,50
01/07/2020 5:00,9758,32,4.9,77,8,30.1,50
01/07/2020 4:00,10038,32,4.9,77,9,30.07,50
01/07/2020 3:00,10390,32,4.9,71,0,30.07,50
01/07/2020 2:00,10995,32,4.9,74,0,30.08,50
01/07/2020 1:00,11807,15,4.9,86,3,30.09,50
01/07/2020 0:00,12825,15,6.4,89,3,30.11,49
30/06/2020 23:00,14002,15,6.4,93,3,30.16,49
30/06/2020 22:00,15040,15,6.4,57,7,30.23,49
30/06/2020 21:00,15658,15,6.4,49,6,30.27,49
30/06/2020 20:00,16408,15,6.4,55,7,30.23,49
30/06/2020 19:00,16906,15,6.4,67,11,30.26,49
30/06/2020 18:00,17140,15,6.4,69,6,30.31,49
30/06/2020 17:00,17087,17,6.4,80,0,30.35,49
30/06/2020 16:00,16846,17,4,89,6,30.36,51
30/06/2020 15:00,16517,17,4,86,6,30.35,51
30/06/2020 14:00,16201,17,4,80,10,30.36,51
30/06/2020 13:00,15723,17,4,74,3,30.4,51
30/06/2020 12:00,14998,17,4,51,3,30.32,51
30/06/2020 11:00,14051,17,4,78,6,30.26,51
30/06/2020 10:00,12760,17,4,69,3,30.25,51
30/06/2020 9:00,11403,27,4,74,3,30.27,51
30/06/2020 8:00,10162,27,4.9,80,0,30.22,50
30/06/2020 7:00,9356,27,4.9,83,0,30.18,50
30/06/2020 6:00,9247,27,4.9,83,9,30.18,50
30/06/2020 5:00,9275,27,4.9,72,0,30.18,50
30/06/2020 4:00,9532,27,4.9,67,5,30.1,50
30/06/2020 3:00,9967,27,4.9,78,0,30.04,50
30/06/2020 2:00,10515,27,4.9,75,13,29.99,50
30/06/2020 1:00,11242,16,4.9,90,11,30,50
30/06/2020 0:00,12362,16,9.4,90,8,29.97,53
29/06/2020 23:00,13637,16,9.4,86,0,29.94,53
29/06/2020 22:00,14799,16,9.4,89,3,29.95,53
29/06/2020 21:00,15516,16,9.4,80,0,29.97,53
29/06/2020 20:00,16408,16,9.4,67,8,29.9,53
29/06/2020 19:00,16948,16,9.4,83,14,29.88,53
29/06/2020 18:00,17125,16,9.4,80,29,29.86,53
29/06/2020 17:00,17081,32,9.4,90,7,29.85,53
29/06/2020 16:00,16884,32,15.9,72,22,29.84,49
29/06/2020 15:00,16650,32,15.9,69,22,29.85,49
29/06/2020 14:00,16239,32,15.9,66,14,29.89,49
29/06/2020 13:00,15756,32,15.9,57,15,29.92,49
29/06/2020 12:00,15035,32,15.9,51,20,29.87,49
29/06/2020 11:00,14282,32,15.9,61,16,29.85,49
29/06/2020 10:00,13351,32,15.9,66,20,29.89,49
29/06/2020 9:00,12546,14,15.9,63,10,29.92,49
29/06/2020 8:00,11545,14,7.8,68,8,29.91,45
29/06/2020 7:00,10671,14,7.8,76,6,29.93,45
29/06/2020 6:00,10129,14,7.8,83,7,29.95,45
29/06/2020 5:00,9847,14,7.8,74,13,29.95,45
29/06/2020 4:00,9810,14,7.8,80,6,29.89,45
29/06/2020 3:00,10182,14,7.8,86,0,29.83,45
29/06/2020 2:00,10643,14,7.8,93,8,29.79,45
29/06/2020 1:00,11412,15,7.8,89,10,29.77,45
29/06/2020 0:00,12555,15,8.9,93,8,29.75,46
28/06/2020 23:00,13855,15,8.9,83,7,29.75,46
28/06/2020 22:00,15080,15,8.9,80,8,29.76,46
28/06/2020 21:00,15704,15,8.9,77,9,29.81,46
28/06/2020 20:00,16351,15,8.9,66,16,29.79,46
28/06/2020 19:00,16733,15,8.9,61,15,29.79,46
28/06/2020 18:00,16888,15,8.9,93,8,29.82,46
28/06/2020 17:00,16847,18,8.9,89,5,29.87,46
28/06/2020 16:00,16730,18,9.3,76,3,29.89,43
28/06/2020 15:00,16525,18,9.3,93,3,29.9,43
28/06/2020 14:00,16287,18,9.3,93,9,29.93,43
28/06/2020 13:00,15806,18,9.3,86,10,29.99,43
28/06/2020 12:00,15212,18,9.3,74,7,29.97,43
28/06/2020 11:00,14436,18,9.3,83,20,29.99,43
28/06/2020 10:00,13468,18,9.3,83,16,30.02,43
28/06/2020 9:00,12637,7,9.3,83,6,30.03,43
28/06/2020 8:00,11782,7,8.4,63,10,30.04,43
28/06/2020 7:00,10919,7,8.4,58,9,30.05,43
28/06/2020 6:00,10278,7,8.4,73,0,30.05,43
28/06/2020 5:00,9941,7,8.4,60,3,30.04,43
28/06/2020 4:00,9837,7,8.4,44,5,29.96,43
28/06/2020 3:00,10069,7,8.4,59,14,29.91,43
28/06/2020 2:00,10384,7,8.4,71,10,29.91,43
28/06/2020 1:00,10946,21,8.4,68,14,29.92,43
28/06/2020 0:00,11888,21,8.7,63,7,29.92,47
27/06/2020 23:00,12902,21,8.7,65,6,29.97,47
27/06/2020 22:00,14002,21,8.7,77,7,30.05,47
27/06/2020 21:00,14404,21,8.7,80,6,30.12,47
27/06/2020 20:00,14763,21,8.7,74,8,30.13,47
27/06/2020 19:00,15204,21,8.7,69,11,30.14,47
27/06/2020 18:00,15200,21,8.7,74,9,30.17,47
27/06/2020 17:00,15044,14,8.7,80,14,30.22,47
27/06/2020 16:00,14677,14,9.2,80,14,30.23,49
27/06/2020 15:00,14227,14,9.2,86,11,30.23,49
27/06/2020 14:00,13674,14,9.2,96,0,30.27,49
27/06/2020 13:00,13008,14,9.2,80,8,30.32,49
27/06/2020 12:00,12655,14,9.2,59,14,30.3,49
27/06/2020 11:00,12193,14,9.2,59,16,30.31,49
27/06/2020 10:00,11589,14,9.2,71,10,30.34,49
27/06/2020 9:00,11144,13,9.2,77,9,30.36,49
27/06/2020 8:00,10655,13,2.3,73,6,30.37,43
27/06/2020 7:00,10028,13,2.3,82,5,30.35,43
27/06/2020 6:00,9349,13,2.3,82,0,30.36,43
27/06/2020 5:00,8891,13,2.3,74,0,30.4,43
27/06/2020 4:00,8693,13,2.3,61,0,30.33,43
27/06/2020 3:00,8802,13,2.3,61,0,30.29,43
27/06/2020 2:00,9104,13,2.3,63,3,30.27,43
27/06/2020 1:00,9612,22,2.3,63,5,30.27,43
27/06/2020 0:00,10403,22,5.1,68,3,30.24,49
26/06/2020 23:00,11405,22,5.1,77,3,30.22,49
26/06/2020 22:00,12309,22,5.1,74,0,30.19,49
26/06/2020 21:00,12595,22,5.1,71,0,30.19,49
26/06/2020 20:00,12848,22,5.1,86,6,30.07,49
26/06/2020 19:00,13299,22,5.1,86,10,29.99,49
26/06/2020 18:00,13443,22,5.1,100,10,29.9,49
26/06/2020 17:00,13614,22,5.1,96,10,29.87,49
26/06/2020 16:00,13524,22,8.9,83,7,29.83,48
26/06/2020 15:00,13223,22,8.9,89,3,29.86,48
26/06/2020 14:00,13169,22,8.9,89,0,29.89,48
26/06/2020 13:00,12922,22,8.9,69,9,29.91,48
26/06/2020 12:00,12480,22,8.9,71,11,29.89,48
26/06/2020 11:00,12047,22,8.9,71,11,29.88,48
26/06/2020 10:00,11475,22,8.9,80,7,29.89,48
26/06/2020 9:00,10969,22,8.9,77,14,29.92,48
26/06/2020 8:00,10503,22,3.6,86,0,29.9,47
26/06/2020 7:00,9783,22,3.6,93,5,29.91,47
26/06/2020 6:00,9210,22,3.6,83,0,29.93,47
26/06/2020 5:00,8817,22,3.6,77,0,29.96,47
26/06/2020 4:00,8700,22,3.6,77,8,29.93,47
26/06/2020 3:00,8964,22,3.6,69,5,29.9,47
26/06/2020 2:00,9369,22,3.6,71,3,29.89,47
26/06/2020 1:00,10025,32,3.6,77,6,29.89,47
26/06/2020 0:00,10952,32,10.4,83,9,29.88,51
25/06/2020 23:00,12065,32,10.4,83,6,29.84,51
25/06/2020 22:00,13225,32,10.4,83,5,29.82,51
25/06/2020 21:00,13664,32,10.4,80,7,29.84,51
25/06/2020 20:00,14132,32,10.4,77,10,29.81,51
25/06/2020 19:00,14780,32,10.4,72,10,29.78,51
25/06/2020 18:00,15001,32,10.4,77,6,29.77,51
25/06/2020 17:00,15103,23,10.4,75,22,29.72,51
25/06/2020 16:00,15112,23,21.1,86,30,29.65,47
25/06/2020 15:00,15113,23,21.1,90,15,29.64,47
25/06/2020 14:00,14972,23,21.1,93,24,29.67,47
25/06/2020 13:00,14520,23,21.1,96,25,29.79,47
25/06/2020 12:00,13868,23,21.1,57,28,29.81,47
25/06/2020 11:00,13334,23,21.1,68,26,29.86,47
25/06/2020 10:00,12757,23,21.1,68,20,29.91,47
25/06/2020 9:00,12007,29,21.1,66,16,29.98,47
25/06/2020 8:00,11240,29,4.9,71,10,30.04,47
25/06/2020 7:00,10328,29,4.9,71,9,30.09,47
25/06/2020 6:00,9645,29,4.9,74,8,30.17,47
25/06/2020 5:00,9372,29,4.9,68,0,30.25,47
25/06/2020 4:00,9326,29,4.9,54,5,30.24,47
25/06/2020 3:00,9504,29,4.9,52,0,30.26,47
25/06/2020 2:00,9818,29,4.9,71,8,30.29,47
